State,Year,emission_value_mlns,energy_value
AR,2020,2.0166542897428945,91388
AR,2021,2.2833887553381707,89714
AR,2022,2.7941558282887184,90824
AR,2023,2.7120931789301865,87277
AZ,2002,2.9808936722025665,37807
AZ,2003,2.8684701601053315,36685
AZ,2004,2.908232960043285,36362
AZ,2005,2.8207790105087,49885
AZ,2006,2.509594227816855,51225
AZ,2007,2.43590429202674,54591
AZ,2008,2.2506876647080647,64586
AZ,2009,2.1430100455966827,54618
AZ,2010,1.805446352568353,56740
AZ,2011,2.564779671807674,66102
AZ,2012,1.7249398861846625,60959
AZ,2013,1.685944800404525,62326
AZ,2014,1.785455185130616,72405
AZ,2015,1.6586503612406804,79519
AZ,2016,1.9151829751701628,83630
AZ,2017,2.121771751166089,88296
