State,NAME,Year,Energy,value,INTPTLAT,INTPTLON
OK,Oklahoma,2005,Biomass,30411,35.5900815,-97.4867789
OR,Oregon,2005,Biomass,49833,43.9717125,-120.6229578
PA,Pennsylvania,2005,Biomass,82749,40.9046042,-77.8275233
RI,Rhode Island,2005,Biomass,1831,41.596485,-71.5264901
SC,South Carolina,2005,Biomass,75958,33.8741776,-80.8542639
SD,South Dakota,2005,Biomass,28337,44.4467957,-100.2381762
TN,Tennessee,2005,Biomass,80828,35.85846,-86.3496339
TX,Texas,2005,Biomass,82859,31.4347032,-99.2818238
UT,Utah,2005,Biomass,5394,39.3349925,-111.6563326
VA,Virginia,2005,Biomass,116734,37.5222512,-78.6681938
VT,Vermont,2005,Biomass,12233,44.0589536,-72.6710173
WA,Washington,2005,Biomass,88892,47.4073238,-120.5757999
WI,Wisconsin,2005,Biomass,126348,44.6309071,-89.7093916
WV,West Virginia,2005,Biomass,12731,38.6472854,-80.6183274
WY,Wyoming,2005,Biomass,3285,42.9896591,-107.5443922
AK,Alaska,2006,Biomass,1065,63.347356,-152.8397334
AL,Alabama,2006,Biomass,194872,32.7395785,-86.8434469
AR,Arkansas,2006,Biomass,84735,34.8955256,-92.4446262
AZ,Arizona,2006,Biomass,25217,34.2039362,-111.6063449
CA,California,2006,Biomass,220118,37.1551773,-119.5434183
CO,Colorado,2006,Biomass,15045,38.9937669,-105.5087122
CT,Connecticut,2006,Biomass,29738,41.5798637,-72.7466572
DC,District of Columbia,2006,Biomass,613,38.9042429,-77.0165243
DE,Delaware,2006,Biomass,3426,38.9985661,-75.441644
FL,Florida,2006,Biomass,162955,28.3989775,-82.5143005
GA,Georgia,2006,Biomass,185693,32.6295789,-83.4235109
HI,Hawaii,2006,Biomass,9988,19.8281671,-155.4950421
IA,Iowa,2006,Biomass,110110,42.0700227,-93.4933492
ID,Idaho,2006,Biomass,32951,44.348422,-114.558854
IL,Illinois,2006,Biomass,102506,40.1028754,-89.1526108
IN,Indiana,2006,Biomass,48163,39.9013136,-86.2919129
KS,Kansas,2006,Biomass,17739,38.4985464,-98.3834298
KY,Kentucky,2006,Biomass,42696,37.5336844,-85.2929801
LA,Louisiana,2006,Biomass,142498,30.708319,-91.6046207
MA,Massachusetts,2006,Biomass,46677,42.1565196,-71.4895915
MD,Maryland,2006,Biomass,38512,38.9466584,-76.6744939
ME,Maine,2006,Biomass,110486,45.4092843,-68.666616
MI,Michigan,2006,Biomass,111868,44.8441768,-85.6604907
MN,Minnesota,2006,Biomass,103105,46.3159573,-94.1996043
MO,Missouri,2006,Biomass,41243,38.3507508,-92.456782
MS,Mississippi,2006,Biomass,63083,32.6864714,-89.6561377
MT,Montana,2006,Biomass,18235,47.051177,-109.6348174
NC,North Carolina,2006,Biomass,101757,35.53971,-79.1308636
ND,North Dakota,2006,Biomass,6231,47.442174,-100.4608258
NE,Nebraska,2006,Biomass,42928,41.543305,-99.8118641
NH,New Hampshire,2006,Biomass,20832,43.6727945,-71.5841886
NJ,New Jersey,2006,Biomass,45727,40.1072744,-74.6652012
NM,New Mexico,2006,Biomass,13239,34.4346844,-106.131618
NV,Nevada,2006,Biomass,6067,39.3310928,-116.6151469
NY,New York,2006,Biomass,121102,42.9133974,-75.5962723
OH,Ohio,2006,Biomass,68696,40.4149297,-82.7119975
OK,Oklahoma,2006,Biomass,31553,35.5900815,-97.4867789
OR,Oregon,2006,Biomass,51901,43.9717125,-120.6229578
PA,Pennsylvania,2006,Biomass,85440,40.9046042,-77.8275233
RI,Rhode Island,2006,Biomass,5332,41.596485,-71.5264901
SC,South Carolina,2006,Biomass,82734,33.8741776,-80.8542639
SD,South Dakota,2006,Biomass,35394,44.4467957,-100.2381762
TN,Tennessee,2006,Biomass,74101,35.85846,-86.3496339
TX,Texas,2006,Biomass,119015,31.4347032,-99.2818238
UT,Utah,2006,Biomass,5069,39.3349925,-111.6563326
VA,Virginia,2006,Biomass,119299,37.5222512,-78.6681938
VT,Vermont,2006,Biomass,12649,44.0589536,-72.6710173
WA,Washington,2006,Biomass,112498,47.4073238,-120.5757999
WI,Wisconsin,2006,Biomass,122590,44.6309071,-89.7093916
WV,West Virginia,2006,Biomass,11664,38.6472854,-80.6183274
WY,Wyoming,2006,Biomass,2973,42.9896591,-107.5443922
AK,Alaska,2007,Biomass,1177,63.347356,-152.8397334
AL,Alabama,2007,Biomass,188474,32.7395785,-86.8434469
AR,Arkansas,2007,Biomass,89208,34.8955256,-92.4446262
AZ,Arizona,2007,Biomass,29144,34.2039362,-111.6063449
CA,California,2007,Biomass,225986,37.1551773,-119.5434183
CO,Colorado,2007,Biomass,19831,38.9937669,-105.5087122
CT,Connecticut,2007,Biomass,31943,41.5798637,-72.7466572
DC,District of Columbia,2007,Biomass,738,38.9042429,-77.0165243
DE,Delaware,2007,Biomass,4725,38.9985661,-75.441644
FL,Florida,2007,Biomass,170556,28.3989775,-82.5143005
GA,Georgia,2007,Biomass,184340,32.6295789,-83.4235109
HI,Hawaii,2007,Biomass,9846,19.8281671,-155.4950421
IA,Iowa,2007,Biomass,139293,42.0700227,-93.4933492
ID,Idaho,2007,Biomass,34981,44.348422,-114.558854
IL,Illinois,2007,Biomass,119461,40.1028754,-89.1526108
IN,Indiana,2007,Biomass,60095,39.9013136,-86.2919129
KS,Kansas,2007,Biomass,23834,38.4985464,-98.3834298
KY,Kentucky,2007,Biomass,47372,37.5336844,-85.2929801
LA,Louisiana,2007,Biomass,142508,30.708319,-91.6046207
MA,Massachusetts,2007,Biomass,51190,42.1565196,-71.4895915
MD,Maryland,2007,Biomass,41822,38.9466584,-76.6744939
ME,Maine,2007,Biomass,118557,45.4092843,-68.666616
MI,Michigan,2007,Biomass,124468,44.8441768,-85.6604907
MN,Minnesota,2007,Biomass,119934,46.3159573,-94.1996043
MO,Missouri,2007,Biomass,49862,38.3507508,-92.456782
MS,Mississippi,2007,Biomass,63996,32.6864714,-89.6561377
MT,Montana,2007,Biomass,21838,47.051177,-109.6348174
NC,North Carolina,2007,Biomass,88004,35.53971,-79.1308636
ND,North Dakota,2007,Biomass,12320,47.442174,-100.4608258
NE,Nebraska,2007,Biomass,57647,41.543305,-99.8118641
NH,New Hampshire,2007,Biomass,25908,43.6727945,-71.5841886
NJ,New Jersey,2007,Biomass,50828,40.1072744,-74.6652012
NM,New Mexico,2007,Biomass,14882,34.4346844,-106.131618
NV,Nevada,2007,Biomass,7046,39.3310928,-116.6151469
NY,New York,2007,Biomass,131295,42.9133974,-75.5962723
OH,Ohio,2007,Biomass,77515,40.4149297,-82.7119975
OK,Oklahoma,2007,Biomass,33859,35.5900815,-97.4867789
OR,Oregon,2007,Biomass,56283,43.9717125,-120.6229578
PA,Pennsylvania,2007,Biomass,92251,40.9046042,-77.8275233
RI,Rhode Island,2007,Biomass,6319,41.596485,-71.5264901
SC,South Carolina,2007,Biomass,82712,33.8741776,-80.8542639
SD,South Dakota,2007,Biomass,38214,44.4467957,-100.2381762
TN,Tennessee,2007,Biomass,77355,35.85846,-86.3496339
TX,Texas,2007,Biomass,143244,31.4347032,-99.2818238
UT,Utah,2007,Biomass,6550,39.3349925,-111.6563326
VA,Virginia,2007,Biomass,122847,37.5222512,-78.6681938
VT,Vermont,2007,Biomass,12493,44.0589536,-72.6710173
WA,Washington,2007,Biomass,90206,47.4073238,-120.5757999
WI,Wisconsin,2007,Biomass,125231,44.6309071,-89.7093916
WV,West Virginia,2007,Biomass,12969,38.6472854,-80.6183274
WY,Wyoming,2007,Biomass,3632,42.9896591,-107.5443922
AK,Alaska,2008,Biomass,1233,63.347356,-152.8397334
AL,Alabama,2008,Biomass,177230,32.7395785,-86.8434469
AR,Arkansas,2008,Biomass,79733,34.8955256,-92.4446262
AZ,Arizona,2008,Biomass,36482,34.2039362,-111.6063449
CA,California,2008,Biomass,230787,37.1551773,-119.5434183
CO,Colorado,2008,Biomass,24010,38.9937669,-105.5087122
CT,Connecticut,2008,Biomass,30164,41.5798637,-72.7466572
DC,District of Columbia,2008,Biomass,554,38.9042429,-77.0165243
DE,Delaware,2008,Biomass,5481,38.9985661,-75.441644
FL,Florida,2008,Biomass,211084,28.3989775,-82.5143005
GA,Georgia,2008,Biomass,177627,32.6295789,-83.4235109
HI,Hawaii,2008,Biomass,11953,19.8281671,-155.4950421
IA,Iowa,2008,Biomass,163977,42.0700227,-93.4933492
ID,Idaho,2008,Biomass,36207,44.348422,-114.558854
IL,Illinois,2008,Biomass,132741,40.1028754,-89.1526108
IN,Indiana,2008,Biomass,89167,39.9013136,-86.2919129
KS,Kansas,2008,Biomass,39900,38.4985464,-98.3834298
KY,Kentucky,2008,Biomass,50420,37.5336844,-85.2929801
LA,Louisiana,2008,Biomass,102793,30.708319,-91.6046207
MA,Massachusetts,2008,Biomass,48443,42.1565196,-71.4895915
MD,Maryland,2008,Biomass,40583,38.9466584,-76.6744939
ME,Maine,2008,Biomass,141455,45.4092843,-68.666616
MI,Michigan,2008,Biomass,139457,44.8441768,-85.6604907
MN,Minnesota,2008,Biomass,128594,46.3159573,-94.1996043
MO,Missouri,2008,Biomass,61633,38.3507508,-92.456782
MS,Mississippi,2008,Biomass,49798,32.6864714,-89.6561377
MT,Montana,2008,Biomass,20762,47.051177,-109.6348174
NC,North Carolina,2008,Biomass,137077,35.53971,-79.1308636
ND,North Dakota,2008,Biomass,13457,47.442174,-100.4608258
NE,Nebraska,2008,Biomass,78233,41.543305,-99.8118641
NH,New Hampshire,2008,Biomass,27396,43.6727945,-71.5841886
NJ,New Jersey,2008,Biomass,47936,40.1072744,-74.6652012
NM,New Mexico,2008,Biomass,17062,34.4346844,-106.131618
NV,Nevada,2008,Biomass,9481,39.3310928,-116.6151469
NY,New York,2008,Biomass,149777,42.9133974,-75.5962723
OH,Ohio,2008,Biomass,109450,40.4149297,-82.7119975
OK,Oklahoma,2008,Biomass,27007,35.5900815,-97.4867789
OR,Oregon,2008,Biomass,58611,43.9717125,-120.6229578
PA,Pennsylvania,2008,Biomass,111909,40.9046042,-77.8275233
RI,Rhode Island,2008,Biomass,6209,41.596485,-71.5264901
SC,South Carolina,2008,Biomass,95846,33.8741776,-80.8542639
SD,South Dakota,2008,Biomass,49545,44.4467957,-100.2381762
TN,Tennessee,2008,Biomass,93631,35.85846,-86.3496339
TX,Texas,2008,Biomass,178731,31.4347032,-99.2818238
UT,Utah,2008,Biomass,7644,39.3349925,-111.6563326
VA,Virginia,2008,Biomass,129988,37.5222512,-78.6681938
VT,Vermont,2008,Biomass,13940,44.0589536,-72.6710173
WA,Washington,2008,Biomass,95968,47.4073238,-120.5757999
WI,Wisconsin,2008,Biomass,138454,44.6309071,-89.7093916
WV,West Virginia,2008,Biomass,17539,38.6472854,-80.6183274
WY,Wyoming,2008,Biomass,4176,42.9896591,-107.5443922
AK,Alaska,2009,Biomass,2543,63.347356,-152.8397334
AL,Alabama,2009,Biomass,151882,32.7395785,-86.8434469
AR,Arkansas,2009,Biomass,89176,34.8955256,-92.4446262
AZ,Arizona,2009,Biomass,29229,34.2039362,-111.6063449
CA,California,2009,Biomass,238184,37.1551773,-119.5434183
CO,Colorado,2009,Biomass,27204,38.9937669,-105.5087122
CT,Connecticut,2009,Biomass,35760,41.5798637,-72.7466572
DC,District of Columbia,2009,Biomass,608,38.9042429,-77.0165243
DE,Delaware,2009,Biomass,6227,38.9985661,-75.441644
FL,Florida,2009,Biomass,240307,28.3989775,-82.5143005
GA,Georgia,2009,Biomass,189129,32.6295789,-83.4235109
HI,Hawaii,2009,Biomass,12401,19.8281671,-155.4950421
IA,Iowa,2009,Biomass,206438,42.0700227,-93.4933492
ID,Idaho,2009,Biomass,29228,44.348422,-114.558854
IL,Illinois,2009,Biomass,153348,40.1028754,-89.1526108
IN,Indiana,2009,Biomass,95812,39.9013136,-86.2919129
KS,Kansas,2009,Biomass,37590,38.4985464,-98.3834298
KY,Kentucky,2009,Biomass,50064,37.5336844,-85.2929801
LA,Louisiana,2009,Biomass,105480,30.708319,-91.6046207
MA,Massachusetts,2009,Biomass,56409,42.1565196,-71.4895915
MD,Maryland,2009,Biomass,47976,38.9466584,-76.6744939
ME,Maine,2009,Biomass,109399,45.4092843,-68.666616
MI,Michigan,2009,Biomass,128453,44.8441768,-85.6604907
MN,Minnesota,2009,Biomass,145529,46.3159573,-94.1996043
MO,Missouri,2009,Biomass,68975,38.3507508,-92.456782
MS,Mississippi,2009,Biomass,56109,32.6864714,-89.6561377
MT,Montana,2009,Biomass,15362,47.051177,-109.6348174
NC,North Carolina,2009,Biomass,129001,35.53971,-79.1308636
ND,North Dakota,2009,Biomass,19430,47.442174,-100.4608258
NE,Nebraska,2009,Biomass,77790,41.543305,-99.8118641
NH,New Hampshire,2009,Biomass,32843,43.6727945,-71.5841886
NJ,New Jersey,2009,Biomass,62819,40.1072744,-74.6652012
NM,New Mexico,2009,Biomass,15173,34.4346844,-106.131618
NV,Nevada,2009,Biomass,9935,39.3310928,-116.6151469
NY,New York,2009,Biomass,114443,42.9133974,-75.5962723
OH,Ohio,2009,Biomass,105910,40.4149297,-82.7119975
OK,Oklahoma,2009,Biomass,31414,35.5900815,-97.4867789
OR,Oregon,2009,Biomass,64807,43.9717125,-120.6229578
PA,Pennsylvania,2009,Biomass,125688,40.9046042,-77.8275233
RI,Rhode Island,2009,Biomass,7323,41.596485,-71.5264901
SC,South Carolina,2009,Biomass,99065,33.8741776,-80.8542639
SD,South Dakota,2009,Biomass,57076,44.4467957,-100.2381762
TN,Tennessee,2009,Biomass,91927,35.85846,-86.3496339
TX,Texas,2009,Biomass,144809,31.4347032,-99.2818238
UT,Utah,2009,Biomass,7118,39.3349925,-111.6563326
VA,Virginia,2009,Biomass,129338,37.5222512,-78.6681938
VT,Vermont,2009,Biomass,19490,44.0589536,-72.6710173
WA,Washington,2009,Biomass,105906,47.4073238,-120.5757999
WI,Wisconsin,2009,Biomass,128838,44.6309071,-89.7093916
WV,West Virginia,2009,Biomass,27711,38.6472854,-80.6183274
WY,Wyoming,2009,Biomass,3268,42.9896591,-107.5443922
AK,Alaska,2010,Biomass,2704,63.347356,-152.8397334
AL,Alabama,2010,Biomass,181034,32.7395785,-86.8434469
AR,Arkansas,2010,Biomass,102051,34.8955256,-92.4446262
AZ,Arizona,2010,Biomass,29910,34.2039362,-111.6063449
CA,California,2010,Biomass,290504,37.1551773,-119.5434183
CO,Colorado,2010,Biomass,30795,38.9937669,-105.5087122
CT,Connecticut,2010,Biomass,38683,41.5798637,-72.7466572
DC,District of Columbia,2010,Biomass,1045,38.9042429,-77.0165243
DE,Delaware,2010,Biomass,7223,38.9985661,-75.441644
FL,Florida,2010,Biomass,254771,28.3989775,-82.5143005
GA,Georgia,2010,Biomass,214967,32.6295789,-83.4235109
HI,Hawaii,2010,Biomass,10634,19.8281671,-155.4950421
IA,Iowa,2010,Biomass,235137,42.0700227,-93.4933492
ID,Idaho,2010,Biomass,36486,44.348422,-114.558854
IL,Illinois,2010,Biomass,167616,40.1028754,-89.1526108
IN,Indiana,2010,Biomass,110519,39.9013136,-86.2919129
KS,Kansas,2010,Biomass,40829,38.4985464,-98.3834298
KY,Kentucky,2010,Biomass,56507,37.5336844,-85.2929801
LA,Louisiana,2010,Biomass,121754,30.708319,-91.6046207
MA,Massachusetts,2010,Biomass,64106,42.1565196,-71.4895915
MD,Maryland,2010,Biomass,55165,38.9466584,-76.6744939
ME,Maine,2010,Biomass,121750,45.4092843,-68.666616
MI,Michigan,2010,Biomass,138986,44.8441768,-85.6604907
MN,Minnesota,2010,Biomass,168786,46.3159573,-94.1996043
MO,Missouri,2010,Biomass,76211,38.3507508,-92.456782
MS,Mississippi,2010,Biomass,73933,32.6864714,-89.6561377
MT,Montana,2010,Biomass,15987,47.051177,-109.6348174
NC,North Carolina,2010,Biomass,142668,35.53971,-79.1308636
ND,North Dakota,2010,Biomass,22922,47.442174,-100.4608258
NE,Nebraska,2010,Biomass,115454,41.543305,-99.8118641
NH,New Hampshire,2010,Biomass,35977,43.6727945,-71.5841886
NJ,New Jersey,2010,Biomass,69125,40.1072744,-74.6652012
NM,New Mexico,2010,Biomass,19376,34.4346844,-106.131618
NV,Nevada,2010,Biomass,10307,39.3310928,-116.6151469
NY,New York,2010,Biomass,128212,42.9133974,-75.5962723
OH,Ohio,2010,Biomass,120954,40.4149297,-82.7119975
OK,Oklahoma,2010,Biomass,43667,35.5900815,-97.4867789
OR,Oregon,2010,Biomass,68039,43.9717125,-120.6229578
PA,Pennsylvania,2010,Biomass,145919,40.9046042,-77.8275233
RI,Rhode Island,2010,Biomass,7053,41.596485,-71.5264901
SC,South Carolina,2010,Biomass,111008,33.8741776,-80.8542639
SD,South Dakota,2010,Biomass,62662,44.4467957,-100.2381762
TN,Tennessee,2010,Biomass,96804,35.85846,-86.3496339
TX,Texas,2010,Biomass,186634,31.4347032,-99.2818238
UT,Utah,2010,Biomass,8098,39.3349925,-111.6563326
VA,Virginia,2010,Biomass,127662,37.5222512,-78.6681938
VT,Vermont,2010,Biomass,21434,44.0589536,-72.6710173
WA,Washington,2010,Biomass,126054,47.4073238,-120.5757999
WI,Wisconsin,2010,Biomass,153993,44.6309071,-89.7093916
WV,West Virginia,2010,Biomass,29794,38.6472854,-80.6183274
WY,Wyoming,2010,Biomass,3677,42.9896591,-107.5443922
AK,Alaska,2011,Biomass,2675,63.347356,-152.8397334
AL,Alabama,2011,Biomass,193507,32.7395785,-86.8434469
AR,Arkansas,2011,Biomass,105476,34.8955256,-92.4446262
AZ,Arizona,2011,Biomass,29059,34.2039362,-111.6063449
CA,California,2011,Biomass,299705,37.1551773,-119.5434183
CO,Colorado,2011,Biomass,33476,38.9937669,-105.5087122
CT,Connecticut,2011,Biomass,37016,41.5798637,-72.7466572
DC,District of Columbia,2011,Biomass,1074,38.9042429,-77.0165243
DE,Delaware,2011,Biomass,7136,38.9985661,-75.441644
FL,Florida,2011,Biomass,254280,28.3989775,-82.5143005
GA,Georgia,2011,Biomass,222338,32.6295789,-83.4235109
HI,Hawaii,2011,Biomass,10961,19.8281671,-155.4950421
IA,Iowa,2011,Biomass,239044,42.0700227,-93.4933492
ID,Idaho,2011,Biomass,32623,44.348422,-114.558854
IL,Illinois,2011,Biomass,165784,40.1028754,-89.1526108
IN,Indiana,2011,Biomass,114871,39.9013136,-86.2919129
KS,Kansas,2011,Biomass,43655,38.4985464,-98.3834298
KY,Kentucky,2011,Biomass,58047,37.5336844,-85.2929801
LA,Louisiana,2011,Biomass,122670,30.708319,-91.6046207
MA,Massachusetts,2011,Biomass,64156,42.1565196,-71.4895915
MD,Maryland,2011,Biomass,52929,38.9466584,-76.6744939
ME,Maine,2011,Biomass,121295,45.4092843,-68.666616
MI,Michigan,2011,Biomass,152809,44.8441768,-85.6604907
MN,Minnesota,2011,Biomass,167781,46.3159573,-94.1996043
MO,Missouri,2011,Biomass,72583,38.3507508,-92.456782
MS,Mississippi,2011,Biomass,74618,32.6864714,-89.6561377
MT,Montana,2011,Biomass,8394,47.051177,-109.6348174
NC,North Carolina,2011,Biomass,151265,35.53971,-79.1308636
ND,North Dakota,2011,Biomass,24776,47.442174,-100.4608258
NE,Nebraska,2011,Biomass,116951,41.543305,-99.8118641
NH,New Hampshire,2011,Biomass,35786,43.6727945,-71.5841886
NJ,New Jersey,2011,Biomass,67822,40.1072744,-74.6652012
NM,New Mexico,2011,Biomass,19299,34.4346844,-106.131618
NV,Nevada,2011,Biomass,9749,39.3310928,-116.6151469
NY,New York,2011,Biomass,132549,42.9133974,-75.5962723
OH,Ohio,2011,Biomass,127552,40.4149297,-82.7119975
OK,Oklahoma,2011,Biomass,45278,35.5900815,-97.4867789
OR,Oregon,2011,Biomass,67550,43.9717125,-120.6229578
PA,Pennsylvania,2011,Biomass,159386,40.9046042,-77.8275233
RI,Rhode Island,2011,Biomass,6656,41.596485,-71.5264901
SC,South Carolina,2011,Biomass,121627,33.8741776,-80.8542639
SD,South Dakota,2011,Biomass,61983,44.4467957,-100.2381762
TN,Tennessee,2011,Biomass,97160,35.85846,-86.3496339
TX,Texas,2011,Biomass,218915,31.4347032,-99.2818238
UT,Utah,2011,Biomass,9654,39.3349925,-111.6563326
VA,Virginia,2011,Biomass,124021,37.5222512,-78.6681938
VT,Vermont,2011,Biomass,18747,44.0589536,-72.6710173
WA,Washington,2011,Biomass,125112,47.4073238,-120.5757999
WI,Wisconsin,2011,Biomass,152565,44.6309071,-89.7093916
WV,West Virginia,2011,Biomass,29148,38.6472854,-80.6183274
WY,Wyoming,2011,Biomass,4401,42.9896591,-107.5443922
AK,Alaska,2012,Biomass,2263,63.347356,-152.8397334
AL,Alabama,2012,Biomass,194558,32.7395785,-86.8434469
AR,Arkansas,2012,Biomass,103161,34.8955256,-92.4446262
AZ,Arizona,2012,Biomass,27545,34.2039362,-111.6063449
CA,California,2012,Biomass,296354,37.1551773,-119.5434183
CO,Colorado,2012,Biomass,32784,38.9937669,-105.5087122
CT,Connecticut,2012,Biomass,35136,41.5798637,-72.7466572
DC,District of Columbia,2012,Biomass,861,38.9042429,-77.0165243
DE,Delaware,2012,Biomass,6181,38.9985661,-75.441644
FL,Florida,2012,Biomass,251711,28.3989775,-82.5143005
GA,Georgia,2012,Biomass,218187,32.6295789,-83.4235109
HI,Hawaii,2012,Biomass,9976,19.8281671,-155.4950421
IA,Iowa,2012,Biomass,228413,42.0700227,-93.4933492
ID,Idaho,2012,Biomass,32237,44.348422,-114.558854
IL,Illinois,2012,Biomass,161029,40.1028754,-89.1526108
IN,Indiana,2012,Biomass,104757,39.9013136,-86.2919129
KS,Kansas,2012,Biomass,39092,38.4985464,-98.3834298
KY,Kentucky,2012,Biomass,54556,37.5336844,-85.2929801
LA,Louisiana,2012,Biomass,121450,30.708319,-91.6046207
MA,Massachusetts,2012,Biomass,61144,42.1565196,-71.4895915
MD,Maryland,2012,Biomass,51691,38.9466584,-76.6744939
ME,Maine,2012,Biomass,118704,45.4092843,-68.666616
MI,Michigan,2012,Biomass,151081,44.8441768,-85.6604907
MN,Minnesota,2012,Biomass,162070,46.3159573,-94.1996043
MO,Missouri,2012,Biomass,65185,38.3507508,-92.456782
MS,Mississippi,2012,Biomass,87340,32.6864714,-89.6561377
MT,Montana,2012,Biomass,8026,47.051177,-109.6348174
NC,North Carolina,2012,Biomass,150229,35.53971,-79.1308636
ND,North Dakota,2012,Biomass,23755,47.442174,-100.4608258
NE,Nebraska,2012,Biomass,107067,41.543305,-99.8118641
NH,New Hampshire,2012,Biomass,36398,43.6727945,-71.5841886
NJ,New Jersey,2012,Biomass,64537,40.1072744,-74.6652012
NM,New Mexico,2012,Biomass,17847,34.4346844,-106.131618
NV,Nevada,2012,Biomass,9313,39.3310928,-116.6151469
NY,New York,2012,Biomass,128771,42.9133974,-75.5962723
OH,Ohio,2012,Biomass,124847,40.4149297,-82.7119975
OK,Oklahoma,2012,Biomass,46611,35.5900815,-97.4867789
OR,Oregon,2012,Biomass,70743,43.9717125,-120.6229578
PA,Pennsylvania,2012,Biomass,154549,40.9046042,-77.8275233
RI,Rhode Island,2012,Biomass,5836,41.596485,-71.5264901
SC,South Carolina,2012,Biomass,126150,33.8741776,-80.8542639
SD,South Dakota,2012,Biomass,59384,44.4467957,-100.2381762
TN,Tennessee,2012,Biomass,101083,35.85846,-86.3496339
TX,Texas,2012,Biomass,213844,31.4347032,-99.2818238
UT,Utah,2012,Biomass,10058,39.3349925,-111.6563326
VA,Virginia,2012,Biomass,124355,37.5222512,-78.6681938
VT,Vermont,2012,Biomass,16670,44.0589536,-72.6710173
WA,Washington,2012,Biomass,120962,47.4073238,-120.5757999
WI,Wisconsin,2012,Biomass,147364,44.6309071,-89.7093916
WV,West Virginia,2012,Biomass,26017,38.6472854,-80.6183274
WY,Wyoming,2012,Biomass,4671,42.9896591,-107.5443922
AK,Alaska,2013,Biomass,3357,63.347356,-152.8397334
AL,Alabama,2013,Biomass,212815,32.7395785,-86.8434469
AR,Arkansas,2013,Biomass,105153,34.8955256,-92.4446262
AZ,Arizona,2013,Biomass,26988,34.2039362,-111.6063449
CA,California,2013,Biomass,343657,37.1551773,-119.5434183
CO,Colorado,2013,Biomass,36676,38.9937669,-105.5087122
CT,Connecticut,2013,Biomass,37308,41.5798637,-72.7466572
DC,District of Columbia,2013,Biomass,918,38.9042429,-77.0165243
DE,Delaware,2013,Biomass,6230,38.9985661,-75.441644
FL,Florida,2013,Biomass,264520,28.3989775,-82.5143005
GA,Georgia,2013,Biomass,249902,32.6295789,-83.4235109
HI,Hawaii,2013,Biomass,11751,19.8281671,-155.4950421
IA,Iowa,2013,Biomass,232673,42.0700227,-93.4933492
ID,Idaho,2013,Biomass,34282,44.348422,-114.558854
IL,Illinois,2013,Biomass,168338,40.1028754,-89.1526108
IN,Indiana,2013,Biomass,115772,39.9013136,-86.2919129
KS,Kansas,2013,Biomass,41440,38.4985464,-98.3834298
KY,Kentucky,2013,Biomass,61848,37.5336844,-85.2929801
LA,Louisiana,2013,Biomass,137920,30.708319,-91.6046207
MA,Massachusetts,2013,Biomass,65922,42.1565196,-71.4895915
MD,Maryland,2013,Biomass,57045,38.9466584,-76.6744939
ME,Maine,2013,Biomass,124125,45.4092843,-68.666616
MI,Michigan,2013,Biomass,162376,44.8441768,-85.6604907
MN,Minnesota,2013,Biomass,160530,46.3159573,-94.1996043
MO,Missouri,2013,Biomass,74735,38.3507508,-92.456782
MS,Mississippi,2013,Biomass,75290,32.6864714,-89.6561377
MT,Montana,2013,Biomass,9002,47.051177,-109.6348174
NC,North Carolina,2013,Biomass,159715,35.53971,-79.1308636
ND,North Dakota,2013,Biomass,25187,47.442174,-100.4608258
NE,Nebraska,2013,Biomass,108736,41.543305,-99.8118641
NH,New Hampshire,2013,Biomass,41471,43.6727945,-71.5841886
NJ,New Jersey,2013,Biomass,70171,40.1072744,-74.6652012
NM,New Mexico,2013,Biomass,19550,34.4346844,-106.131618
NV,Nevada,2013,Biomass,10117,39.3310928,-116.6151469
NY,New York,2013,Biomass,141769,42.9133974,-75.5962723
OH,Ohio,2013,Biomass,138519,40.4149297,-82.7119975
OK,Oklahoma,2013,Biomass,50452,35.5900815,-97.4867789
OR,Oregon,2013,Biomass,81484,43.9717125,-120.6229578
PA,Pennsylvania,2013,Biomass,173430,40.9046042,-77.8275233
RI,Rhode Island,2013,Biomass,5737,41.596485,-71.5264901
SC,South Carolina,2013,Biomass,127649,33.8741776,-80.8542639
SD,South Dakota,2013,Biomass,62420,44.4467957,-100.2381762
TN,Tennessee,2013,Biomass,106403,35.85846,-86.3496339
TX,Texas,2013,Biomass,226025,31.4347032,-99.2818238
UT,Utah,2013,Biomass,10922,39.3349925,-111.6563326
VA,Virginia,2013,Biomass,140540,37.5222512,-78.6681938
VT,Vermont,2013,Biomass,21128,44.0589536,-72.6710173
WA,Washington,2013,Biomass,128472,47.4073238,-120.5757999
WI,Wisconsin,2013,Biomass,153519,44.6309071,-89.7093916
WV,West Virginia,2013,Biomass,31496,38.6472854,-80.6183274
WY,Wyoming,2013,Biomass,5023,42.9896591,-107.5443922
AK,Alaska,2014,Biomass,5565,63.347356,-152.8397334
AL,Alabama,2014,Biomass,203620,32.7395785,-86.8434469
AR,Arkansas,2014,Biomass,105231,34.8955256,-92.4446262
AZ,Arizona,2014,Biomass,31894,34.2039362,-111.6063449
CA,California,2014,Biomass,349076,37.1551773,-119.5434183
CO,Colorado,2014,Biomass,37440,38.9937669,-105.5087122
CT,Connecticut,2014,Biomass,38898,41.5798637,-72.7466572
DC,District of Columbia,2014,Biomass,1021,38.9042429,-77.0165243
DE,Delaware,2014,Biomass,6469,38.9985661,-75.441644
FL,Florida,2014,Biomass,259440,28.3989775,-82.5143005
GA,Georgia,2014,Biomass,267923,32.6295789,-83.4235109
